,GISJOIN,TotalReviews,Accessories,Active Life,American (New),American (Traditional),Apartments,Appliances,Appliances & Repair,Arts & Crafts,Arts & Entertainment,Asian Fusion,Auto Detailing,Auto Glass Services,Auto Parts & Supplies,Auto Repair,Automotive,Bagels,Bakeries,Banks & Credit Unions,Barbeque,Barbers,Bars,Beauty & Spas,"Beer, Wine & Spirits",Bikes,Body Shops,"Books, Mags, Music & Video",Bookstores,Breakfast & Brunch,Buffets,Burgers,Cafes,Car Dealers,Car Rental,Car Wash,Carpet Cleaning,Caterers,Chicken Wings,Chinese,Chiropractors,Churches,Cinema,Coffee & Tea,Contractors,Convenience Stores,Cosmetic Dentists,Cosmetics & Beauty Supply,Day Spas,Delis,Dentists,Department Stores,Desserts,Diners,Discount Store,Dive Bars,Doctors,Donuts,Drugstores,Dry Cleaning & Laundry,Education,Electronics,Ethnic Food,Event Planning & Services,Eyelash Service,Eyewear & Opticians,Family Practice,Fashion,Fast Food,Financial Services,Fitness & Instruction,Florists,Flowers & Gifts,Food,Furniture Stores,Gas & Service Stations,General Dentistry,Gluten-Free,Golf,Greek,Grocery,Gyms,Hair Removal,Hair Salons,Hair Stylists,Hardware Stores,Health & Medical,Health Markets,Heating & Air Conditioning/HVAC,Hobby Shops,Home & Garden,Home Cleaning,Home Decor,Home Services,Hot Dogs,Hotels,Hotels & Travel,IT Services & Computer Repair,Ice Cream & Frozen Yogurt,Indian,Insurance,Italian,Japanese,Jewelry,Juice Bars & Smoothies,Landscaping,Latin American,Local Services,Lounges,Makeup Artists,Massage,Massage Therapy,Medical Centers,Mediterranean,Men's Clothing,Mexican,Middle Eastern,Mobile Phones,Movers,Music Venues,Nail Salons,Nightlife,Notaries,Nurseries & Gardening,Oil Change Stations,Optometrists,Parks,Party & Event Planning,Performing Arts,Pet Boarding/Pet Sitting,Pet Groomers,Pet Services,Pet Stores,Pet Training,Pets,Photographers,Pizza,Plumbing,Printing Services,Professional Services,Public Services & Government,Pubs,Real Estate,Real Estate Services,Religious Organizations,Restaurants,Salad,Sandwiches,Seafood,Self Storage,Sewing & Alterations,Shipping Centers,Shoe Stores,Shopping,Skin Care,Southern,Specialty Food,Specialty Schools,Sporting Goods,Sports Bars,Sports Wear,Steakhouses,Sushi Bars,Tanning,Tattoo,Tex-Mex,Thai,Thrift Stores,Tires,Tobacco Shops,Toy Stores,Trainers,Transportation,Urgent Care,"Used, Vintage & Consignment",Vape Shops,Vegetarian,Venues & Event Spaces,Veterinarians,Vietnamese,Wine Bars,Women's Clothing,Yoga
10,G0400130040516,3,,0.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,G0400130040517,13,,,0.0769230769231,,,,,,0.0769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,G0400130040518,16,,,,0.0625,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,0.0625,,,,,,,,,,,,0.0625,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,
13,G0400130040519,111,,0.036036036036,0.018018018018,0.00900900900901,,,,,,,,,,,,,,,0.00900900900901,,0.00900900900901,0.00900900900901,,,,,,,,,0.00900900900901,,,,,,,,,,,,,,,,0.00900900900901,,,,,,,,,,,,,,,0.018018018018,,,,,,,,,,,,,,,0.018018018018,,,,,,,,0.00900900900901,,,,,,,,,,0.00900900900901,,,,,,,,,,,,,,,,,,,,,,,,,0.00900900900901,,,,,,,,,,,,,,0.00900900900901,,,,,,,,,,0.036036036036,,,,,,,,0.00900900900901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,G0400130040520,78,,0.0128205128205,,0.0128205128205,,,,,,,,,,,,,0.0128205128205,,,,0.0128205128205,,,,,,,,,,0.0128205128205,,,,,,,,,,,,,,,,,,,,,,,,,,0.0128205128205,,,,,0.0128205128205,,,,,0.0128205128205,,,,,0.025641025641,,,,,0.0128205128205,,0.0128205128205,,,,,,,,,,,,,0.0128205128205,,,,,,,,,,,,,,,,,,,,,,0.0128205128205,,,,,,0.0128205128205,,,,,,,,,,,,,,,0.025641025641,,,,,,0.0128205128205,0.0128205128205,,0.0641025641026,,0.0128205128205,,,,,,0.0128205128205,,,,,,,,,,,,0.0128205128205,,,,,,,,,,,,0.0128205128205,,,0.0128205128205,,
15,G0400130040521,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111111111111,,,,,0.111111111111,,,,0.111111111111,,,,,,,,,,0.111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,G0400130040522,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,G0400130040523,15,,,0.0666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,G0400130040525,11,,,,0.0909090909091,,,,,,,,,,,,,,,,,0.0909090909091,0.0909090909091,,,,,,,,,,,,,,,,,,,,,,,,,0.0909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0909090909091,,,,,,,,,,,,,,,,,,,,,,,,0.0909090909091,,,,,,,,,,,,,,0.0909090909091,,,,,,,,,,,,,,,,,,,,,,,
19,G0400130040526,4,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,G0400130040527,241,,0.00829875518672,,,,,,,,,,,,0.00414937759336,0.00414937759336,,,,,,0.00829875518672,0.0207468879668,,,,,,0.00414937759336,,,,,,,,,0.00414937759336,0.00414937759336,,,,0.00414937759336,,0.00829875518672,,0.00414937759336,,0.00414937759336,0.00414937759336,,,,,,0.00414937759336,,0.00414937759336,0.00414937759336,,,,,,,0.00414937759336,,0.00414937759336,,0.00414937759336,,,0.0124481327801,,,,,0.00414937759336,,,,,0.00829875518672,,0.00414937759336,0.0165975103734,,,,0.00414937759336,,,,,,,,,,,0.00414937759336,,,,,,0.00829875518672,,,,0.00414937759336,,,,,,,,,0.0124481327801,0.00829875518672,0.00414937759336,,0.00414937759336,0.00414937759336,,,,,,,,,0.00414937759336,,0.00414937759336,,0.00414937759336,,,,,,,0.0248962655602,0.00414937759336,0.00829875518672,,,,0.00414937759336,,0.0165975103734,,,,,,0.00829875518672,,,,,,,,,0.00414937759336,0.00414937759336,,,,,,0.00414937759336,,,0.00414937759336,,,,
21,G0400130040528,142,,0.00704225352113,0.00704225352113,0.0140845070423,,,,,,,,,,,,,0.00704225352113,,0.00704225352113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00704225352113,,,,,,,,,,0.00704225352113,,,,,0.0140845070423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00704225352113,,,,,,,,,,,,,,,0.00704225352113,,,,,,,,,,,,,,0.00704225352113,,0.00704225352113,,,,,,,0.0352112676056,,,,,,0.00704225352113,,0.00704225352113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,G0400130040529,82,,,,,,,,,0.0121951219512,,,,,,,,,,,,,0.0243902439024,,,,,,0.0243902439024,,0.0121951219512,,,,,,,,,,,,,,,,,,,,,,,,,0.0121951219512,,,,,,,0.0121951219512,,,,,0.0243902439024,,,,,0.0121951219512,,,,,,,,,,0.0121951219512,,,0.0243902439024,,,,,,,,,0.0121951219512,0.0121951219512,,,,,,,,,,,,,,,,0.0243902439024,,,,,,,,0.0121951219512,,,,,,,,,,,,,,,,0.0121951219512,,,,,,,,,0.0609756097561,,0.0121951219512,,,,,,,,,,,,,,,,,,,,,,,,,,0.0121951219512,,,,,,,,,
23,G0400130040530,361,,,0.00554016620499,0.00277008310249,,,,,,,,,,,0.00277008310249,,0.00277008310249,,,0.00277008310249,0.00277008310249,0.00554016620499,,,,,,0.00277008310249,,0.00554016620499,,,,,,,0.00277008310249,0.00277008310249,,,,0.00277008310249,,,,,,0.00554016620499,0.00277008310249,,,,,,,,,,,,,,,,,,,,,,,0.00831024930748,,,,,,,,,,0.00277008310249,,,0.00277008310249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00277008310249,,,,,,0.00277008310249,,,,,,,,,,,,,,,0.00277008310249,,,,,,,,,0.0221606648199,,0.00554016620499,,,,,,,,,0.00277008310249,,,,,,,,,,,,,,,,,,,,,,,,,,
24,G0400130040531,1418,0.000705218617772,,0.000705218617772,0.00564174894217,,0.000705218617772,,0.00141043723554,,,,,,0.00141043723554,0.00423131170663,0.00141043723554,,0.000705218617772,0.000705218617772,0.000705218617772,0.00352609308886,0.00352609308886,0.000705218617772,0.000705218617772,,,,0.00141043723554,0.00141043723554,0.00211565585331,0.000705218617772,,,,,0.00141043723554,0.00211565585331,0.00211565585331,,,,0.00141043723554,0.000705218617772,0.00141043723554,0.000705218617772,0.00141043723554,,0.00141043723554,0.00141043723554,0.00141043723554,0.000705218617772,,,,,,0.000705218617772,,,0.000705218617772,,0.00211565585331,,0.000705218617772,,0.00423131170663,0.00282087447109,0.000705218617772,,,0.000705218617772,0.00775740479549,0.00141043723554,0.00282087447109,0.000705218617772,,,0.00141043723554,0.00141043723554,,,,,0.000705218617772,0.00141043723554,,,0.000705218617772,0.00211565585331,,0.000705218617772,0.00211565585331,,,0.000705218617772,,0.00211565585331,,,0.00352609308886,0.000705218617772,0.00141043723554,,,,0.00141043723554,,,,,,0.000705218617772,0.00141043723554,0.00211565585331,,0.00141043723554,,,0.00141043723554,0.00352609308886,,0.000705218617772,0.00141043723554,,,,,,0.000705218617772,0.000705218617772,0.000705218617772,0.000705218617772,0.00141043723554,,0.00423131170663,,,,,,0.00141043723554,,,0.0232722143865,,0.000705218617772,,,,,0.00141043723554,0.0126939351199,,0.000705218617772,,,0.00141043723554,0.00282087447109,0.000705218617772,0.00141043723554,0.00141043723554,,,0.000705218617772,0.000705218617772,,0.00141043723554,,,,0.000705218617772,,,,,,0.000705218617772,,,0.000705218617772,
25,G0400130050603,51,,,0.0196078431373,,,,,,,,,,,0.0196078431373,0.0196078431373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0196078431373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0196078431373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0588235294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,G0400130050604,21,,0.047619047619,,,,,,,,,,,,,0.047619047619,,,,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619,,,,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619,,,,,,,,,,,,,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,
27,G0400130050605,91,,0.021978021978,,0.010989010989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010989010989,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010989010989,,,,,,,,0.010989010989,,,,,,,,,,0.010989010989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010989010989,,,,,,,,,,,,,,,,,,,0.010989010989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,G0400130050606,149,,,0.00671140939597,0.00671140939597,,,,,0.00671140939597,,,,,,0.00671140939597,,,,,,0.00671140939597,,,,,,,,,,0.00671140939597,,,,,,0.00671140939597,,,,,0.0134228187919,,,,,,,,,,,,,,,,,,,,0.00671140939597,,,,,,,,,,0.0201342281879,,0.00671140939597,,,,,0.00671140939597,,,,,,,,,,,,,,,,,,,,,0.00671140939597,,,,,,,,,,,,,,,,,,0.00671140939597,,0.0134228187919,,,,,,,0.00671140939597,0.00671140939597,,0.00671140939597,,0.00671140939597,0.00671140939597,,0.00671140939597,,,,,,,,,0.0268456375839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00671140939597,,
29,G0400130050607,52,,,,,,,,,,,,,,,0.0384615384615,,,,,,,,,,,,,,,0.0192307692308,,,,,,,,,,,,,,0.0192307692308,,,,,,,,,,,,,,,,,,0.0192307692308,,,,,,,,,,0.0192307692308,,0.0384615384615,,,,,,,,,,,,,,,,,,,,0.0192307692308,0.0192307692308,,,,,,,,,,,,,,,,,,,0.0192307692308,,,,,,,,,,,,,,,,,,,0.0192307692308,,,,,,,,,,,0.0384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192307692308,,,,
30,G0400130050608,332,,,0.00301204819277,0.0120481927711,,,,,,,,,,0.00602409638554,0.00903614457831,,,,0.00301204819277,,0.00602409638554,0.00602409638554,,,,,,0.00602409638554,0.00301204819277,0.00903614457831,,,,,,,,0.00602409638554,,,,0.00301204819277,,0.00301204819277,,0.00301204819277,,0.00301204819277,,0.00301204819277,,,,,,0.00301204819277,0.00301204819277,,,,,,,,,0.00301204819277,0.0240963855422,,,,,0.0210843373494,,0.00301204819277,,,,,0.00602409638554,,,,,,,,,,,,,0.00301204819277,,,,,0.00301204819277,,,,,,0.00301204819277,,,,,,,,,,,0.00301204819277,,0.00301204819277,,,0.00301204819277,0.00602409638554,,,0.00301204819277,,,,,,0.00301204819277,0.00301204819277,0.00301204819277,0.00301204819277,0.00602409638554,,0.00903614457831,,,,,,,,,0.0572289156627,,0.00903614457831,,,,,,0.00903614457831,,,,,,0.00301204819277,,,,,,,,,0.00301204819277,,,,,,,0.00301204819277,,,0.00301204819277,,,,
31,G0400130050609,67,,,,,,,,,,,,,0.0149253731343,,0.0149253731343,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149253731343,,,,,,,,,,,,,,0.0149253731343,,,,,,,,,,,0.0298507462687,0.0149253731343,,,,0.0149253731343,,,,,,,,,,,,,0.0149253731343,,,,,,,,,,,,,,0.0149253731343,,,,,,,,,,,,,,,0.044776119403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0597014925373,,0.0149253731343,,,,,,,,,,,,,,,,,,0.0149253731343,,,0.0149253731343,,,,,0.0149253731343,,,,,,,,,
32,G0400130050610,21,,,,,,,,,,,,,,,0.047619047619,,,,,0.047619047619,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,0.047619047619,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619,0.047619047619,,,,,,,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619,,,,,,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,G0400130050611,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,0.125,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,G0400130050701,30,,0.0333333333333,,0.0333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0333333333333,,,,,,,,,,0.0333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0333333333333,,,,,,,,,,,,,,,,,,,,,0.0333333333333,,,,,,,,,0.133333333333,,0.0333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
